-0.01,0
0,0
0.01,0.00045896
0.02,0.00090267
0.03,0.0013314
0.04,0.0017456
0.05,0.0021453
0.06,0.0025311
0.07,0.002903
0.08,0.0032615
0.09,0.0036068
0.1,0.0039392
0.11,0.0042589
0.12,0.0045663
0.13,0.0048615
0.14,0.0051449
0.15,0.0054167
0.16,0.0056771
0.17,0.0059265
0.18,0.006165
0.19,0.006393
0.2,0.0066105
0.21,0.006818
0.22,0.0070156
0.23,0.0072035
0.24,0.007382
0.25,0.0075513
0.26,0.0077116
0.27,0.0078631
0.28,0.0080061
0.29,0.0081407
0.3,0.0082672
0.31,0.0083857
0.32,0.0084965
0.33,0.0085998
0.34,0.0086957
0.35,0.0087845
0.36,0.0088662
0.37,0.0089412
0.38,0.0090096
0.39,0.0090716
0.4,0.0091273
0.41,0.009177
0.42,0.0092207
0.43,0.0092587
0.44,0.0092912
0.45,0.0093182
0.46,0.0093399
0.47,0.0093566
0.48,0.0093683
0.49,0.0093752
0.5,0.0093775
0.51,0.0093753
0.52,0.0093687
0.53,0.0093579
0.54,0.009343
0.55,0.0093242
0.56,0.0093015
0.57,0.0092752
0.58,0.0092453
0.59,0.009212
0.6,0.0091754
0.61,0.0091356
0.62,0.0090927
0.63,0.0090469
0.64,0.0089982
0.65,0.0089468
0.66,0.0088928
0.67,0.0088363
0.68,0.0087774
0.69,0.0087162
0.7,0.0086528
0.71,0.0085872
0.72,0.0085197
0.73,0.0084502
0.74,0.008379
0.75,0.008306
0.76,0.0082314
0.77,0.0081552
0.78,0.0080775
0.79,0.0079985
0.8,0.0079181
0.81,0.0078365
0.82,0.0077538
0.83,0.00767
0.84,0.0075852
0.85,0.0074994
0.86,0.0074128
0.87,0.0073255
0.88,0.0072373
0.89,0.0071486
0.9,0.0070592
0.91,0.0069693
0.92,0.0068789
0.93,0.0067882
0.94,0.006697
0.95,0.0066056
0.96,0.0065139
0.97,0.006422
0.98,0.00633
0.99,0.0062378
1,0.0061456
1.01,0.0060535
1.02,0.0059613
1.03,0.0058693
1.04,0.0057774
1.05,0.0056856
1.06,0.0055941
1.07,0.0055029
1.08,0.0054119
1.09,0.0053212
1.1,0.0052309
1.11,0.005141
1.12,0.0050516
1.13,0.0049625
1.14,0.004874
1.15,0.004786
1.16,0.0046986
1.17,0.0046117
1.18,0.0045254
1.19,0.0044397
1.2,0.0043547
1.21,0.0042704
1.22,0.0041868
1.23,0.0041038
1.24,0.0040216
1.25,0.0039402
1.26,0.0038595
1.27,0.0037797
1.28,0.0037006
1.29,0.0036223
1.3,0.0035449
1.31,0.0034683
1.32,0.0033926
1.33,0.0033178
1.34,0.0032439
1.35,0.0031708
1.36,0.0030987
1.37,0.0030274
1.38,0.0029571
1.39,0.0028878
1.4,0.0028193
1.41,0.0027518
1.42,0.0026853
1.43,0.0026197
1.44,0.0025551
1.45,0.0024914
1.46,0.0024287
1.47,0.002367
1.48,0.0023062
1.49,0.0022464
1.5,0.0021876
1.51,0.0021297
1.52,0.0020729
1.53,0.002017
1.54,0.001962
1.55,0.001908
1.56,0.001855
1.57,0.001803
1.58,0.0017519
1.59,0.0017018
1.6,0.0016526
1.61,0.0016044
1.62,0.0015571
1.63,0.0015108
1.64,0.0014654
1.65,0.0014209
1.66,0.0013774
1.67,0.0013347
1.68,0.001293
1.69,0.0012522
1.7,0.0012122
1.71,0.0011732
1.72,0.001135
1.73,0.0010977
1.74,0.0010613
1.75,0.0010257
1.76,0.00099092
1.77,0.00095701
1.78,0.00092392
1.79,0.00089166
1.8,0.00086019
1.81,0.00082953
1.82,0.00079965
1.83,0.00077054
1.84,0.00074221
1.85,0.00071463
1.86,0.00068779
1.87,0.00066168
1.88,0.00063631
1.89,0.00061164
1.9,0.00058767
1.91,0.0005644
1.92,0.0005418
1.93,0.00051987
1.94,0.0004986
1.95,0.00047797
1.96,0.00045797
1.97,0.0004386
1.98,0.00041984
1.99,0.00040168
2,0.0003841
2.01,0.0003671
2.02,0.00035067
2.03,0.00033479
2.04,0.00031945
2.05,0.00030464
2.06,0.00029035
2.07,0.00027657
2.08,0.00026328
2.09,0.00025048
2.1,0.00023815
2.11,0.00022628
2.12,0.00021487
2.13,0.00020389
2.14,0.00019334
2.15,0.00018321
2.16,0.00017349
2.17,0.00016416
2.18,0.00015522
2.19,0.00014665
2.2,0.00013845
2.21,0.0001306
2.22,0.0001231
2.23,0.00011592
2.24,0.00010908
2.25,0.00010254
2.26,9.6313e-05
2.27,9.0377e-05
2.28,8.4726e-05
2.29,7.935e-05
2.3,7.424e-05
2.31,6.9386e-05
2.32,6.4781e-05
2.33,6.0415e-05
2.34,5.628e-05
2.35,5.2366e-05
2.36,4.8666e-05
2.37,4.5172e-05
2.38,4.1875e-05
2.39,3.8767e-05
2.4,3.5841e-05
2.41,3.309e-05
2.42,3.0505e-05
2.43,2.808e-05
2.44,2.5808e-05
2.45,2.3681e-05
2.46,2.1693e-05
2.47,1.9838e-05
2.48,1.8109e-05
2.49,1.6499e-05
2.5,1.5004e-05
2.51,1.3617e-05
2.52,1.2332e-05
2.53,1.1144e-05
2.54,1.0047e-05
2.55,9.0369e-06
2.56,8.1081e-06
2.57,7.2559e-06
2.58,6.4757e-06
2.59,5.7628e-06
2.6,5.1132e-06
2.61,4.5225e-06
2.62,3.9869e-06
2.63,3.5025e-06
2.64,3.0657e-06
2.65,2.673e-06
2.66,2.3211e-06
2.67,2.0068e-06
2.68,1.727e-06
2.69,1.479e-06
2.7,1.26e-06
2.71,1.0675e-06
2.72,8.9903e-07
2.73,7.5231e-07
2.74,6.2522e-07
2.75,5.1576e-07
2.76,4.2207e-07
2.77,3.424e-07
2.78,2.7515e-07
2.79,2.1884e-07
2.8,1.7208e-07
2.81,1.3363e-07
2.82,1.0234e-07
2.83,7.717e-08
2.84,5.7192e-08
2.85,4.1564e-08
2.86,2.9541e-08
2.87,2.0465e-08
2.88,1.3763e-08
2.89,8.9388e-09
2.9,5.5695e-09
2.91,3.3001e-09
2.92,1.8376e-09
2.93,9.4575e-10
2.94,4.3906e-10
2.95,1.7705e-10
2.96,5.8212e-11
2.97,1.3861e-11
2.98,1.8314e-12
2.99,5.7423e-14
3,0
3.01,0
