2.59,6.3335e-28
2.6,2.1188e-28
2.61,7.0178e-29
2.62,2.3012e-29
2.63,7.471e-30
2.64,2.4013e-30
2.65,7.6417e-31
2.66,2.4076e-31
2.67,7.5097e-32
2.68,2.3191e-32
2.69,7.0907e-33
2.7,2.1464e-33
2.71,6.4325e-34
2.72,1.9086e-34
2.73,5.6067e-35
2.74,1.6306e-35
2.75,4.6952e-36
2.76,1.3385e-36
2.77,3.7777e-37
2.78,1.0556e-37
2.79,2.9204e-38
2.8,7.9988e-39
2.81,2.1691e-39
2.82,5.8234e-40
2.83,1.5479e-40
2.84,4.0733e-41
2.85,1.0613e-41
2.86,2.7375e-42
2.87,6.9911e-43
2.88,1.7676e-43
2.89,4.4248e-44
2.9,1.0966e-44
2.91,0
